Cell,month,RUNOFF,BASEFLOW
        73,         6,   101.924,    21.094
        73,         7,   124.893,    26.915
        73,         8,   130.600,    28.395
        73,         9,    94.386,    21.787
        73,        10,    47.711,    12.097
        73,        11,     2.158,     1.762
        73,        12,     0.009,     0.009
        74,         1,     1.436,     1.335
        74,         2,     1.103,     0.208
        74,         3,    10.193,     1.663
        74,         4,    26.095,     4.767
        74,         5,    68.526,    12.564
        74,         6,    95.027,    19.442
        74,         7,   117.998,    25.428
        74,         8,   124.696,    27.056
        74,         9,    89.168,    20.599
        74,        10,    44.548,    11.318
        74,        11,     4.692,     2.176
        74,        12,     0.095,     0.095
        75,         1,     1.306,     1.306
        75,         2,     1.285,     0.243
        75,         3,    10.123,     1.652
        75,         4,    24.978,     4.607
        75,         5,    65.809,    11.941
        75,         6,    90.714,    18.065
        75,         7,   112.094,    24.215
        75,         8,   119.644,    25.946
        75,         9,    86.065,    19.853
        75,        10,    43.077,    10.937
        75,        11,     4.658,     2.130
        75,        12,     0.092,     0.092
        76,         1,     1.305,     1.305
        76,         2,     0.028,     0.005
        76,         3,     6.710,     0.724
        76,         4,    18.370,     2.839
        76,         5,    55.558,     8.940
        76,         6,    77.077,    14.901
        76,         7,    97.294,    20.600
        76,         8,   106.398,    22.984
        76,         9,    76.529,    17.618
        76,        10,    37.893,     9.633
        76,        11,     3.215,     1.693
        76,        12,     0.045,     0.045
        77,         1,     1.307,     1.306
        77,         2,     0.132,     0.033
        77,         3,     7.462,     1.208
        77,         4,    33.936,     6.554
        77,         5,    71.086,    14.045
        77,         6,    79.851,    17.116
        77,         7,    89.436,    19.682
        77,         8,    87.485,    19.331
        77,         9,    76.556,    17.055
        77,        10,    43.755,    10.803
        77,        11,     2.038,     1.644
        77,        12,     0.011,     0.011
        78,         1,     1.305,     1.305
        78,         2,     0.122,     0.030
        78,         3,     7.816,     1.453
        78,         4,    32.360,     6.116
        78,         5,    69.074,    13.476
        78,         6,    78.574,    16.619
        78,         7,    89.814,    19.717
        78,         8,    87.588,    19.357
        78,         9,    74.226,    16.561
        78,        10,    41.615,    10.321
        78,        11,     1.803,     1.534
        78,        12,     0.008,     0.008
        79,         1,     1.305,     1.305
        79,         2,     0.128,     0.032
        79,         3,     4.846,     0.845
        79,         4,    37.898,     7.172
        79,         5,    73.702,    15.000
        79,         6,    83.582,    17.995
        79,         7,    95.879,    21.015
        79,         8,    92.051,    20.401
        79,         9,    76.252,    17.159
        79,        10,    43.458,    10.729
        79,        11,     1.974,     1.624
        79,        12,     0.011,     0.011
        80,         1,     1.305,     1.305
        80,         2,     0.133,     0.033
        80,         3,     0.464,     0.025
        80,         4,    41.742,     7.677
        80,         5,    78.134,    15.427
        80,         6,    88.098,    18.763
        80,         7,   100.816,    22.053
        80,         8,    97.331,    21.516
        80,         9,    80.895,    18.198
        80,        10,    44.701,    11.118
        80,        11,     1.908,     1.639
        80,        12,     0.008,     0.008
        81,         1,     1.305,     1.305
        81,         2,     0.134,     0.033
        81,         3,     0.693,     0.038
        81,         4,    42.984,     7.969
        81,         5,    80.302,    16.362
        81,         6,    90.648,    19.591
        81,         7,   103.540,    22.642
        81,         8,    99.937,    22.097
        81,         9,    82.941,    18.665
        81,        10,    45.575,    11.349
        81,        11,     1.960,     1.674
        81,        12,     0.008,     0.008
        82,         1,     1.305,     1.305
        82,         2,     0.132,     0.032
        82,         3,     0.531,     0.028
        82,         4,    41.648,     7.610
        82,         5,    77.828,    15.420
        82,         6,    88.403,    18.918
        82,         7,   101.268,    22.149
        82,         8,    98.075,    21.673
        82,         9,    81.531,    18.339
        82,        10,    44.581,    11.114
        82,        11,     1.912,     1.636
        82,        12,     0.008,     0.008
        83,         1,     1.305,     1.305
        83,         2,     0.129,     0.032
        83,         3,     7.365,     1.210
        83,         4,    32.625,     6.202
        83,         5,    69.868,    13.750
        83,         6,    82.246,    17.310
        83,         7,    94.532,    20.731
        83,         8,    92.525,    20.436
        83,         9,    77.813,    17.461
        83,        10,    42.569,    10.609
        83,        11,     1.895,     1.575
        83,        12,     0.008,     0.008
        84,         1,     1.371,     1.247
        84,         2,     0.014,     0.014
        84,         3,     8.542,     1.394
        84,         4,    21.637,     3.786
        84,         5,    59.097,     9.662
        84,         6,    71.432,    12.624
        84,         7,    86.231,    17.428
        84,         8,    85.183,    17.610
        84,         9,    68.356,    14.388
        84,        10,    36.207,     8.805
        84,        11,     1.893,     1.529
        84,        12,     0.020,     0.020
        85,         1,     1.212,     1.115
        85,         2,     0.726,     0.128
        85,         3,     8.815,     1.132
        85,         4,    21.292,     3.088
        85,         5,    55.154,     7.908
        85,         6,    68.285,    12.839
        85,         7,    80.704,    15.420
        85,         8,    80.414,    15.431
        85,         9,    67.895,    13.050
        85,        10,    38.106,     8.160
        85,        11,     1.790,     1.317
        85,        12,     0.009,     0.009
        86,         1,     1.306,     1.305
        86,         2,     0.268,     0.046
        86,         3,     3.519,     0.255
